<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
08/12/23,000000,4575.87,4609.23,4574.06,4604.37,45361
11/12/23,000000,4596,4623.71,4596,4622.44,45500
12/12/23,000000,4618.08,4643.93,4608.09,4643.7,44972
13/12/23,000000,4646.33,4709.69,4643.23,4707.09,45495
14/12/23,000000,4723.86,4738.57,4694.34,4719.55,45948
15/12/23,000000,4708.5,4725.53,4704.69,4719.19,45802
18/12/23,000000,4729.87,4749.52,4728.5,4740.56,45268
19/12/23,000000,4744.1,4768.59,4744.1,4768.37,44877
20/12/23,000000,4758.16,4778.01,4697.82,4698.35,45055
21/12/23,000000,4730.64,4748.71,4708.35,4746.75,45651
22/12/23,000000,4757.41,4772.94,4736.77,4754.63,45120
26/12/23,000000,4758.89,4784.72,4758.45,4774.75,43561
27/12/23,000000,4773.6,4785.39,4768.9,4781.58,44516
28/12/23,000000,4786.38,4793.3,4780.98,4783.35,44206
29/12/23,000000,4783.38,4788.43,4751.99,4769.83,45078
02/01/24,000000,4739.44,4754.33,4722.67,4742.83,45740
03/01/24,000000,4719.85,4729.29,4699.71,4704.81,45691
04/01/24,000000,4697.42,4726.78,4687.53,4688.68,45548
05/01/24,000000,4690.39,4721.49,4682.22,4697.24,45805
08/01/24,000000,4702.47,4764.54,4699.82,4763.54,45346
09/01/24,000000,4741.93,4765.47,4730.35,4756.5,45780
10/01/24,000000,4760.58,4790.8,4756.2,4783.45,45503
11/01/24,000000,4793.82,4798.5,4739.58,4780.24,46184
12/01/24,000000,4791.18,4802.4,4768.98,4783.83,45735
16/01/24,000000,4769,4782.34,4747.12,4765.98,46252
17/01/24,000000,4734.42,4744.23,4714.82,4739.21,45791
18/01/24,000000,4757.03,4785.79,4740.57,4780.94,46181
19/01/24,000000,4795.99,4841.26,4785.87,4839.81,45976
22/01/24,000000,4855.31,4868.41,4844.05,4850.43,45452
23/01/24,000000,4856.89,4866.48,4844.37,4864.6,45353
24/01/24,000000,4893.59,4903.68,4865.94,4868.55,46359
25/01/24,000000,4886.66,4898.15,4869.34,4894.16,46585
26/01/24,000000,4890.24,4906.69,4881.47,4890.97,45868
29/01/24,000000,4892.95,4929.31,4887.4,4927.93,45201
30/01/24,000000,4921.94,4931.09,4916.27,4924.97,45960
31/01/24,000000,4897.63,4906.75,4845.15,4845.65,46231
01/02/24,000000,4862.5,4906.97,4853.52,4906.19,46326
02/02/24,000000,4916.06,4975.29,4907.99,4958.61,46659
05/02/24,000000,4949.84,4956.35,4918.09,4942.81,46476
06/02/24,000000,4951.51,4957.77,4934.88,4954.23,46569
07/02/24,000000,4976.53,4999.89,4969.05,4995.06,46249
08/02/24,000000,4995.16,5000.29,4987.09,4997.91,45617
09/02/24,000000,5003.98,5030.06,5000.34,5026.61,45452
12/02/24,000000,5026.18,5048.39,5016.83,5021.84,46205
13/02/24,000000,4954.6,4971.3,4920.31,4953.17,46319
14/02/24,000000,4976.44,5002.52,4956.45,5000.62,46381
15/02/24,000000,5004.32,5032.72,4999.44,5029.73,46251
16/02/24,000000,5029.45,5038.7,4999.52,5005.57,46277
20/02/24,000000,4985.57,4993.71,4955.02,4975.51,46637
21/02/24,000000,4960.32,4983.21,4946,4981.8,46513
22/02/24,000000,5047.49,5094.39,5040.51,5087.03,46428
23/02/24,000000,5101.8,5111.06,5081.46,5088.8,46385
26/02/24,000000,5092.52,5097.66,5068.91,5069.53,46082
27/02/24,000000,5076.59,5080.63,5057.29,5078.18,45937
28/02/24,000000,5063.31,5077.37,5058.35,5069.76,45851
29/02/24,000000,5090.78,5104.99,5061.89,5096.27,46009
01/03/24,000000,5098.48,5140.33,5094.16,5137.08,46097
04/03/24,000000,5130.39,5149.67,5127.18,5130.95,46417
05/03/24,000000,5107.54,5114.54,5056.82,5078.65,46643
06/03/24,000000,5111.93,5127.97,5092.22,5104.76,46771
07/03/24,000000,5137.15,5165.62,5128.38,5157.36,46343
08/03/24,000000,5164.46,5189.26,5117.5,5123.69,47127
11/03/24,000000,5109.31,5124.66,5091.14,5117.94,46937
12/03/24,000000,5140.05,5179.87,5114.48,5175.27,46726
