<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
21/03/23,000000,8686.2422,8825,8686.2422,8761,7
22/03/23,000000,8890,8900.5,8880,8900.5,5
23/03/23,000000,8915,9033,8915,9033,3
24/03/23,000000,8929,8977.25336,8911.75,8977.25336,8
26/03/23,000000,8983.86725,9019.14133,8962.923265,9000.401975,958
26/03/23,000000,8875,8951.25,8875,8951.25,7
28/03/23,000000,8933,8968.25,8933,8968.25,3
29/03/23,000000,8954.104745,9052,8953.00243,8991.583455,44
30/03/23,000000,9038.5,9038.5,8997.09503,9003.25,138
31/03/23,000000,8935,9003.5,8935,9003.5,3
02/04/23,000000,9019.14133,9019.14133,8983.86725,8997.09503,704
03/04/23,000000,8965.5,8984.969565,8917,8917,40
04/04/23,000000,8941.97928,8941.97928,8740.25,8740.25,19
05/04/23,000000,8780,8784.75,8780,8784.75,3
06/04/23,000000,8838.36167,8839.463985,8806.75,8806.75,5
09/04/23,000000,8852.691765,8881.351955,8852.691765,8865.919545,689
10/04/23,000000,8743.56258,8743.56258,8741.35795,8743.56258,12
11/04/23,000000,8837.5,8890,8837.5,8851.5,4
12/04/23,000000,8895.68205,8916.8,8802,8916.8,5
13/04/23,000000,9001,9065.75,9001,9065.75,8
14/04/23,000000,9085,9179,9030.25,9030.25,5
16/04/23,000000,9065.43856,9069.84782,9054.41541,9057.722355,381
17/04/23,000000,9004,9004,8962.95,8962.95,5
18/04/23,000000,8965,9004.4,8965,9004.4,3
19/04/23,000000,8875,8947.75,8875,8947.75,3
20/04/23,000000,8875,8875,8865.25,8865.25,4
21/04/23,000000,8812,8816,8778.5,8778.5,3
23/04/23,000000,8782.143605,8798.67833,8782.143605,8793.166755,441
24/04/23,000000,8762,8762.5,8710,8710,7
25/04/23,000000,8640,8640,8480,8506,7
26/04/23,000000,8580,8580,8535.25,8535.25,3
27/04/23,000000,8465,8569.5,8450,8569.5,5
28/04/23,000000,8571,8577,8571,8577,3
02/05/23,000000,8572,8573,8490,8490,4
03/05/23,000000,8485,8486,8442.75,8442.75,3
04/05/23,000000,8537,8539,8474.4,8474.4,3
05/05/23,000000,8488,8560.25,8488,8560.25,3
09/05/23,000000,8583,8583,8562.25,8562.25,3
10/05/23,000000,8467,8469,8425,8425,2389
11/05/23,000000,8420,8476.5,8120,8150.5,16185
12/05/23,000000,8120,8260,8120,8150,10732
15/05/23,000000,8130,8305,8130,8185,10361
16/05/23,000000,8185,8240.5,8042.5,8067,13623
17/05/23,000000,8021,8299,8021,8125,11471
18/05/23,000000,8048,8271,7782,8100,11234
19/05/23,000000,8000,8271,8000,8000,15723
22/05/23,000000,8186,8203,8061.53,8061.53,13522
23/05/23,000000,8010,8035.74,7961,8035.74,4
24/05/23,000000,7950,7950,7851.75,7851.75,8
25/05/23,000000,7923,7923,7914.75,7914.75,7
26/05/23,000000,7928.5,8106,7928.5,8106,6
30/05/23,000000,8120,8122,8103,8103,5
31/05/23,000000,8020,8070,8015,8070,7
01/06/23,000000,8210.5,8240,8210.5,8240,3
02/06/23,000000,8301,8337,8233.5,8233.5,8
05/06/23,000000,8263,8331.01,8263,8331.01,5
06/06/23,000000,8310,8334,8310,8334,4
07/06/23,000000,8350,8352,8292.1,8292.1,5
08/06/23,000000,8245,8336,8243,8336,6
09/06/23,000000,8369,8369,8349,8349,5
12/06/23,000000,8288,8288,8282,8282,5
13/06/23,000000,8340,8450,8340,8450,7
14/06/23,000000,8457,8509.25,8457,8509.25,5
15/06/23,000000,8482,8555.99,8479,8555.99,11
16/06/23,000000,8625,8625,8555,8555,7
19/06/23,000000,8541,8546.5,8541,8546,11
20/06/23,000000,8570,8570,8552.25,8552.25,4
21/06/23,000000,8490,8620,8490,8606.25,5
22/06/23,000000,8672,8676,8579.25,8579.25,11
23/06/23,000000,8486,8490,8400,8409.24,8
26/06/23,000000,8437,8437,8422,8422,4
27/06/23,000000,8500,8500,8366,8382,12
28/06/23,000000,8268,8268,8259.5,8259.5,4
29/06/23,000000,8165,8177,8165,8177,8
30/06/23,000000,8210,8322.05,8210,8322.05,6
03/07/23,000000,8355,8397,8355,8397,5
04/07/23,000000,8349,8349,8346,8346,5
05/07/23,000000,8250,8325,8250,8304,5
06/07/23,000000,8280,8280,8246,8246,3
07/07/23,000000,8295,8360.5,8295,8360.5,5
10/07/23,000000,8287,8356.49,8286,8356.49,4
11/07/23,000000,8370,8371,8305,8305,5
12/07/23,000000,8365,8505,8365,8488.75,12
13/07/23,000000,8585,8687,8585,8687,4
14/07/23,000000,8651,8682,8651,8661.75,4
17/07/23,000000,8460,8468,8460,8468,5
18/07/23,000000,8410,8444.99,8410,8444.99,3
19/07/23,000000,8354,8401.79,8354,8401.79,4
20/07/23,000000,8545,8545,8460.75,8460.75,7
21/07/23,000000,8422,8422.5,8422,8422.5,4
24/07/23,000000,8430,8487.75,8430,8487.75,4
25/07/23,000000,8609,8650,8597,8641.25,6
26/07/23,000000,8532,8590,8532,8577.25,5
27/07/23,000000,8620,8620,8528,8528,5
28/07/23,000000,8592,8625.49,8592,8625.49,5
31/07/23,000000,8640,8800,8635,8800,11
01/08/23,000000,8720,8720.5,8594.25,8594.25,4
02/08/23,000000,8545,8545,8469.24,8469.24,4
03/08/23,000000,8473,8570.5,8472,8570.5,6
04/08/23,000000,8450,8528,8450,8523.25,6
07/08/23,000000,8494,8495,8436.11,8436.11,5
08/08/23,000000,8382,8382,8276,8303,9
09/08/23,000000,8393,8395,8363.26,8363.26,4
10/08/23,000000,8426,8426,8320,8320,6
11/08/23,000000,8260,8270,8230,8255.6,9
14/08/23,000000,8242,8242.75,8242,8242.75,4
15/08/23,000000,8130,8143.5,8120,8143.5,5
16/08/23,000000,8130,8132,8115.25,8115.25,5
17/08/23,000000,8214,8240,8200.85,8200.85,5
18/08/23,000000,8175,8213.75,8175,8213.75,5
21/08/23,000000,8240,8240,8239,8239,5
22/08/23,000000,8343,8343,8330.7,8330.7,5
23/08/23,000000,8376,8424.25,8376,8424.25,6
24/08/23,000000,8358,8358.5,8326.5,8326.5,6
25/08/23,000000,8396,8396,8319.25,8319.25,6
29/08/23,000000,8375,8412,8335,8411,6
30/08/23,000000,8392,8447,8392,8445.55,9
31/08/23,000000,8359,8420,8359,8404.5,8
01/09/23,000000,8515,8535,8479.25,8479.25,11
04/09/23,000000,8406,8437.25,8406,8437.25,5
05/09/23,000000,8430,8482.5,8430,8482.5,7
06/09/23,000000,8395,8395,8358.75,8358.75,4
07/09/23,000000,8333,8333,8241,8309.25,7
08/09/23,000000,8260,8260,8215,8229,9
11/09/23,000000,8332,8402,8332,8375.5,5
12/09/23,000000,8338,8367.5,8337.5,8367.5,4
13/09/23,000000,8353,8397.5,8352.5,8397.5,5
14/09/23,000000,8423,8423,8372.25,8372.25,4
